Name,NSE Code,Industry,Sales,Sales preceding 12months,Net profit,Net profit preceding 12months,EBIT,EBIT last year,EBIDT last year,EPS,OPM,NPM last year,Return on capital employed,Market Capitalization,Profitability Category
K P R Mill Ltd,KPRMILL,Textiles - Products,6059.68,6312.62,805.35,801.29,1089.85,1089.85,1279.04,23.56,20.41,12.97,20.62,30694.91,Moderate Profitability
K Z Leasing,__NA__,Finance & Investments,0.61,4.57,0.72,1.94,2.15,2.15,2.16,2.37,-342.62,206.56,8.85,9.73,High Profitability
K-Lifestyle,__NA__,Textiles - Products,2.7,5.11,-56.75,-29.87,-2.94,-2.94,0.42,-0.56,15.19,-2101.85,-5.85,33.74,Loss-making
K.P. Energy,__NA__,Engineering - Turnkey Services,472.95,414.14,58.32,48.16,90.01,90.01,98.47,8.74,18.16,12.33,40.99,2820.96,Moderate Profitability
K&R Rail Engine.,__NA__,Construction,663.4,,17.73,,27.05,10.68,13.79,8.96,3.86,1.61,,981.67,Low Profitability
K2 Infragen,K2INFRA,Engineering - Turnkey Services,108.72,,12.45,,19.41,19.41,21.38,13.52,19.18,11.45,50.89,345.73,Moderate Profitability
Kaarya Facilit.,__NA__,Miscellaneous,29.18,,-5.06,,-3.74,-3.74,-3.02,-5.41,-11.27,-15.18,-40.61,4.13,Loss-making
Kabra Drugs,__NA__,Pharmaceuticals - Indian - Formulations,0.0,0.0,-0.74,-0.5,-0.74,-0.74,-0.74,-1.69,,,-43.02,3.47,Unknown
Kabra Extrusion,KABRAEXTRU,Engineering,607.77,617.85,31.67,26.78,52.0,52.0,67.57,9.06,9.99,5.21,10.46,1445.07,Moderate Profitability
Kabsons Industri,__NA__,Trading,27.22,22.96,2.61,1.97,2.51,2.51,3.31,1.49,7.53,9.0,22.89,42.17,Moderate Profitability
Kachchh Minerals,__NA__,Mining / Minerals / Metals,2.61,2.61,0.62,0.66,0.67,0.67,0.72,1.17,27.2,23.75,32.45,16.95,High Profitability
Kahan Packaging,__NA__,Packaging,24.7,,1.0,,2.0,2.0,2.35,3.68,9.27,4.05,21.12,17.68,Low Profitability
Kaira Can,__NA__,Packaging,223.84,227.92,3.77,4.41,5.4,5.4,8.43,40.88,3.25,1.68,6.33,176.46,Low Profitability
Kaiser Corporat.,__NA__,Printing & Stationery,25.58,34.99,0.56,7.88,2.24,2.24,2.41,0.06,8.05,2.19,10.19,53.58,Low Profitability
Kaizen Agro,__NA__,Trading,32.69,27.77,0.1,0.12,0.14,0.14,0.16,0.02,0.49,0.31,0.15,108.03,Low Profitability
Kajaria Ceramics,KAJARIACER,Ceramics - Tiles / Sanitaryware,4578.42,4542.42,432.16,438.58,596.74,596.74,744.73,26.5,15.26,9.44,21.43,23082.1,Moderate Profitability
Kaka Industries,__NA__,Plastics Products,170.22,,13.0,,19.67,19.67,21.43,9.52,12.48,7.64,33.15,283.65,Moderate Profitability
Kakatiya Cement,KAKATCEM,Cement - South India,155.95,170.94,-1.34,-2.43,3.6,3.6,5.99,-1.72,-4.24,-0.86,1.14,177.42,Loss-making
Kakatiya Textile,__NA__,Textiles - Cotton/Blended,0.79,1.63,-1.47,-0.47,-1.67,-1.67,-1.17,-2.53,-156.96,-211.39,-27.18,14.98,Loss-making
Kalahridhaan,KTL,Textiles - Products,194.17,,8.05,,18.8,18.8,19.52,4.68,9.98,4.15,23.75,67.89,Low Profitability
Kallam Textiles,__NA__,Textiles - Cotton/Blended,367.38,417.39,-37.45,-34.3,-20.68,-20.68,-4.69,-7.09,-1.57,-10.19,-4.2,41.61,Loss-making
Kalpataru Proj.,KPIL,Transmisson Line Towers / Equipment,19626.43,18537.0,515.9,487.0,1407.2,1407.2,1880.49,31.37,9.24,2.64,15.99,18765.76,Low Profitability
Kalyan Capitals,__NA__,Finance & Investments,31.7,27.73,7.39,6.77,30.37,30.37,31.0,1.14,92.78,23.31,19.03,89.25,High Profitability
Kalyan Jewellers,KALYANKJIL,Diamond Cutting / Jewellery,18548.29,17395.16,596.29,528.59,1112.07,1112.07,1386.37,5.8,7.08,3.21,13.4,50123.87,Low Profitability
Kalyani Cast-Tec,__NA__,Castings & Forgings,94.48,,9.6,,13.34,13.34,14.14,13.37,14.29,10.16,75.54,347.97,Moderate Profitability
Kalyani Forge,KALYANIFRG,Castings & Forgings,236.79,243.54,4.55,0.81,11.52,11.52,17.74,12.51,5.85,1.92,8.04,202.02,Low Profitability
Kalyani Invest.,KICL,Finance & Investments,71.45,54.4,57.19,37.05,74.07,74.07,74.17,131.01,93.66,80.04,1.07,2830.66,High Profitability
Kalyani Steels,KSL,Steel - Medium / Small,1959.49,1634.46,248.78,249.83,357.08,357.08,417.83,56.99,18.93,12.63,,4297.21,Moderate Profitability
Kama Holdings,__NA__,Finance & Investments,13440.14,13412.95,1538.74,1481.84,2216.96,2216.96,2887.47,272.27,21.12,11.45,13.59,9595.59,Moderate Profitability
Kamadgiri Fash.,__NA__,Textiles - Processing,217.6,232.15,-1.41,-0.99,5.66,5.66,10.24,-2.4,2.35,-0.65,6.37,44.3,Loss-making
Kamanwala Housin,__NA__,Construction,2.8,5.23,-2.31,-8.48,-2.31,-2.31,-2.29,-1.64,-102.5,-82.5,-3.29,23.05,Loss-making
Kamat Hotels,KAMATHOTEL,Hotels,304.35,300.25,44.85,313.87,84.95,84.95,102.63,17.31,29.83,6.67,17.71,589.62,Moderate Profitability
Kamdhenu,KAMDHENU,Steel - Medium / Small,724.71,715.55,50.13,44.14,67.51,67.51,72.55,18.64,8.14,6.92,32.89,1412.91,Moderate Profitability
Kamdhenu Venture,KAMOPAINTS,Trading,291.71,277.37,13.85,7.17,18.65,18.65,23.27,0.44,7.67,4.75,11.76,1284.78,Low Profitability
Kanani Industrie,KANANIIND,Diamond Cutting / Jewellery,222.81,231.38,0.62,0.57,1.43,1.43,1.45,0.03,0.23,0.28,1.75,57.18,Low Profitability
Kanchi Karpooram,__NA__,Chemicals,145.64,163.31,-0.22,-0.58,1.4,1.4,4.2,1.38,1.0,-0.3,0.71,203.81,Loss-making
Kanco Tea,__NA__,Tea,76.52,75.78,-8.84,-9.97,-6.19,-6.19,-3.51,-17.26,-7.42,-11.55,-5.82,35.86,Loss-making
Kandagiri Spinng,__NA__,Trading,1.5,1.23,-1.77,-0.26,0.56,0.56,0.85,-4.6,-41.33,-118.0,5.24,10.78,Loss-making
Kandarp Digi,KANDARP,Computers - Software - Medium / Small,16.51,,1.01,,2.05,2.05,2.85,1.13,17.08,6.12,10.5,26.56,Moderate Profitability
Kanel Indust.,__NA__,Trading,0.0,0.0,-0.27,-0.06,-0.27,-0.27,-0.25,-0.15,,,-7.92,2.99,Unknown
Kanishk Steel,__NA__,Steel - Medium / Small,388.08,396.7,2.6,4.72,8.17,8.17,13.42,0.92,1.74,0.67,5.52,80.9,Low Profitability
Kanoria Chem.,KANORICHEM,Chemicals,1476.72,1559.83,-55.28,-40.49,9.48,9.48,71.98,-8.79,3.57,-3.67,0.85,573.11,Loss-making
Kanoria Energy,__NA__,Cement Products,347.78,360.75,7.86,7.44,23.41,23.41,26.93,0.92,7.41,2.25,11.54,272.51,Low Profitability
Kanpur Plastipa.,KANPRPLA,Packaging,497.41,454.79,0.81,4.81,18.33,18.33,31.18,0.38,3.97,0.16,4.89,226.04,Low Profitability
Kansai Nerolac,KANSAINER,Paints / Varnishes,7801.44,7765.64,1175.86,1157.81,887.85,887.85,1078.31,14.66,13.17,8.29,16.56,22080.89,Moderate Profitability
Kanungo Financi.,__NA__,Finance & Investments,0.0,0.0,0.26,0.07,0.97,0.97,0.97,0.56,,37.68,6.24,2.42,High Profitability
Kapil Cotex,__NA__,Textiles - Processing,0.0,0.0,1.54,1.05,1.88,1.88,1.88,14.81,,,26.26,14.98,Unknown
Kapil Raj Financ,__NA__,Finance & Investments,0.0,0.0,-0.02,0.41,-0.02,-0.02,-0.02,-0.02,,56.25,-0.3,24.94,High Profitability
Kapston Services,KAPSTON,Miscellaneous,520.08,484.65,12.57,10.72,20.52,20.52,24.14,12.39,4.4,2.42,12.64,385.37,Low Profitability
Karma Energy Ltd,KARMAENG,Power Generation And Supply,12.35,12.48,0.12,6.13,0.09,0.09,3.03,0.1,16.76,0.97,0.21,65.92,Low Profitability
Karnataka Bank,KTKBANK,Banks - Private Sector,8298.5,8067.24,1306.28,1385.79,6562.51,6562.51,6562.51,34.63,63.19,15.74,6.76,8447.58,High Profitability
Karnavati Financ,__NA__,Finance & Investments,3.04,3.16,-1.67,-2.08,0.0,0.0,0.0,-0.17,0.0,-54.93,0.0,24.23,Loss-making
Karnika Industri,KARNIKA,Textiles - Products,127.27,,10.1,,18.48,18.48,19.26,8.15,14.21,7.94,26.2,310.05,Moderate Profitability
Kartik Invest.,__NA__,Finance & Investments,0.04,0.04,-0.01,0.0,-0.01,-0.01,-0.01,-0.41,-100.0,-25.0,-0.24,19.17,Loss-making
Karur Vysya Bank,KARURVYSYA,Banks - Private Sector,8203.94,7787.69,1604.81,1486.53,6494.93,6494.93,6494.93,19.95,58.95,19.56,7.5,16740.31,High Profitability
Kashyap TeleMed.,__NA__,Computers - Software - Medium / Small,0.19,0.2,-0.03,0.0,-0.03,-0.03,-0.03,-0.01,-15.79,-15.79,-4.58,11.64,Loss-making
Katare Spinning,__NA__,Textiles - Cotton/Blended,4.0,6.15,-1.87,-1.38,-1.75,-1.75,-0.45,-6.56,-20.0,-46.75,-1.43,68.06,Loss-making
Kaushalya,KLL,Trading,1465.95,,9.1,,18.79,18.79,19.51,4.91,0.49,0.62,28.09,161.02,Low Profitability
Kaushalya Infra.,KAUSHALYA,Hotels,0.14,0.12,15.1,16.38,17.83,17.83,17.91,436.04,-1850.0,10785.71,23.36,25.74,High Profitability
Kaveri Seed Co.,KSCL,Miscellaneous,1148.41,1123.73,299.88,284.4,321.02,321.02,349.03,58.08,24.89,26.11,24.66,4807.74,High Profitability
Kavveri Telecom,KAVVERITEL,Telecommunications - Equipment,1.88,2.23,-1.34,32.19,-1.05,-1.05,-0.84,-0.67,-45.21,-57.98,-2.11,43.38,Loss-making
Kay Cee,KCEIL,Construction,64.47,,6.55,,12.82,12.82,12.9,5.98,19.39,10.16,28.62,365.62,Moderate Profitability
Kay Power &Paper,__NA__,Paper,36.08,32.96,1.5,0.62,1.49,1.49,3.05,1.41,1.27,4.16,4.75,44.22,Low Profitability
Kaya Ltd,KAYA,Miscellaneous,404.25,401.3,-129.66,-86.8,-94.1,-94.1,-31.07,-98.91,-10.95,-32.07,-85.44,583.95,Loss-making
Kaycee Inds.,__NA__,Electric Equipment,48.81,46.58,4.49,3.81,6.36,6.36,7.41,449.0,13.89,9.2,24.31,389.6,Moderate Profitability
Kaynes Tech,KAYNES,Electronics - Components,1804.62,1531.91,183.29,143.43,284.94,284.94,310.08,28.68,14.08,10.16,14.52,25373.25,Moderate Profitability
KBC Global,KBCGLOBAL,Construction,108.23,113.38,-52.46,-30.24,-30.88,-2.85,-2.72,-0.6,-45.85,-13.97,-0.45,199.65,Loss-making
KBS India,__NA__,Finance & Investments,1.74,1.45,0.07,-0.59,0.17,0.17,0.46,0.01,-72.99,4.02,0.51,92.32,Low Profitability
KCD Industries,__NA__,Construction,19.3,21.66,2.39,2.97,3.62,3.62,3.64,0.95,6.74,12.38,,24.37,Moderate Profitability
KCK Industries,KCK,Food - Processing - Indian,76.7,,1.6,,4.79,4.79,5.5,2.26,6.92,2.09,9.33,149.59,Low Profitability
KCL Infra,__NA__,Construction,8.56,13.15,0.87,1.48,1.81,1.81,1.89,0.05,-15.65,10.16,3.51,22.98,Moderate Profitability
KCP Sugar &Inds.,KCPSUGIND,Sugar,345.68,331.06,66.16,45.84,82.02,82.02,87.9,5.83,5.59,17.19,14.37,511.01,High Profitability
KDDL Ltd,KDDL,Miscellaneous,1391.03,1342.66,137.45,123.89,212.46,212.46,277.39,81.9,17.82,9.88,18.13,4009.62,Moderate Profitability
Keerthi Indus,__NA__,Cement - South India,212.12,228.21,-15.69,-13.04,-14.67,-14.67,-2.64,-19.57,-1.88,-7.4,-10.92,94.64,Loss-making
KEI Industries,KEI,Cables - Power,8104.08,7741.45,581.05,550.38,825.19,825.19,886.55,64.39,10.33,7.17,27.21,40482.3,Moderate Profitability
Kellton Tech,KELLTONTEC,Computers - Software - Medium / Small,982.89,977.76,64.01,-136.39,90.27,90.27,106.27,6.57,10.62,6.51,16.17,1040.25,Moderate Profitability
Keltech Energies,__NA__,Chemicals,449.34,485.5,19.41,19.8,30.54,30.54,37.3,194.1,7.2,4.32,25.8,382.88,Low Profitability
Kemistar Corp.,__NA__,Trading,11.07,10.11,0.53,0.38,1.03,1.03,1.42,0.49,12.1,4.79,4.56,45.67,Low Profitability
Kemp & Co.,__NA__,Construction,2.95,2.96,-0.25,0.51,-0.26,-0.26,-0.17,-2.31,-43.73,-8.47,-0.11,107.89,Loss-making
KEN Fin.Serv.,__NA__,Finance & Investments,0.58,1.15,0.08,0.25,0.29,0.29,0.29,0.27,50.0,13.79,3.12,4.71,Moderate Profitability
Kennametal India,__NA__,Castings & Forgings,1076.8,1063.7,99.0,76.3,126.3,116.2,155.1,45.04,14.78,8.03,17.38,7385.13,Moderate Profitability
Kenvi Jewels,__NA__,Diamond Cutting / Jewellery,121.41,171.01,0.66,1.13,1.35,1.35,1.44,0.05,1.18,0.54,7.22,72.26,Low Profitability
Kerala Ayurveda,__NA__,Pharmaceuticals - Indian - Formulations,102.34,101.24,-0.87,-0.62,5.73,5.73,7.07,-1.27,6.0,-0.85,6.26,376.55,Loss-making
Kernex Microsys.,KERNEX,Electronics - Components,10.78,2.47,-16.04,-17.84,-13.25,-17.1,-14.71,-10.2,-112.24,-993.0,-19.94,670.47,Loss-making
Kesar Enterprise,__NA__,Sugar,531.06,548.18,83.59,-27.18,6.34,6.34,24.56,82.93,4.45,-1.42,3.57,185.47,Loss-making
Kesar India,__NA__,Construction,52.63,,10.07,,14.2,14.2,14.56,4.07,26.56,19.13,66.6,1925.12,High Profitability
Kesar Petroprod.,__NA__,Chemicals,148.88,130.53,4.97,1.76,6.32,6.32,9.97,0.51,1.54,3.34,3.54,189.0,Low Profitability
Kesar Terminals,__NA__,Miscellaneous,31.21,32.37,-51.68,-43.32,-1.87,-1.87,9.32,-47.3,27.52,-165.59,-22.52,118.02,Loss-making
Kesoram Inds.,KESORAMIND,Cement - North India,3986.88,3968.75,-384.09,-165.8,262.74,262.74,399.63,-12.36,8.82,-8.91,11.0,6558.53,Loss-making
Kewal Kir.Cloth.,KKCL,Textiles - Products,860.5,840.56,154.53,148.53,204.04,204.04,214.15,25.08,20.59,17.96,31.16,4504.49,High Profitability
Key Corp,__NA__,Finance & Investments,32.0,70.33,31.57,70.16,31.57,31.57,31.62,52.62,97.91,98.66,57.25,102.84,High Profitability
Keynote Finan.,KEYFINSERV,Finance & Investments,47.32,38.92,26.79,18.92,35.77,35.77,36.55,38.17,72.4,56.61,31.71,115.93,High Profitability
Keystone Realtor,RUSTOMJEE,Construction,2222.25,1755.07,111.03,154.6,184.54,184.54,191.85,9.85,4.93,5.0,6.58,8387.17,Moderate Profitability
KFin Technolog.,KFINTECH,Miscellaneous,837.53,792.32,246.05,228.61,335.82,335.82,388.84,14.39,43.48,29.38,30.26,12237.15,High Profitability
KG Petrochem,__NA__,Textiles - Products,330.8,306.18,0.93,-3.12,10.82,10.82,22.84,1.78,5.48,0.28,3.7,114.45,Low Profitability
Khadim India,KHADIM,Leather / Leather Products,614.9,630.48,6.28,9.55,39.52,39.52,79.96,3.46,11.54,1.02,7.22,634.53,Low Profitability
Khaitan (India),KHAITANLTD,Trading,58.37,55.4,1.34,0.31,4.22,4.22,4.71,2.82,6.01,2.3,13.87,37.57,Low Profitability
Khaitan Chemical,KHAICHEM,Fertilizers,535.85,665.98,-70.49,-23.47,-40.16,-40.16,-28.64,-7.27,-5.63,-13.15,-7.59,698.32,Loss-making
Khandelwal Extra,__NA__,Solvent Extraction,0.78,0.58,0.34,0.32,0.52,0.52,0.55,4.0,41.03,43.59,16.61,6.08,High Profitability
Khandwala Sec.,KHANDSE,Finance & Investments,8.52,7.05,0.17,-1.2,0.44,0.44,0.75,0.11,6.69,2.0,1.36,43.48,Low Profitability
Khazanchi Jewell,__NA__,Trading,820.78,,27.32,,41.5,41.5,41.77,11.04,5.0,3.33,34.39,1007.2,Low Profitability
KHFM Hospitality,KHFM,Miscellaneous,107.45,,3.46,,9.85,9.85,10.43,1.73,9.08,3.22,10.69,160.03,Low Profitability
Khoobsurat Ltd,__NA__,Finance & Investments,0.0,0.0,0.14,0.27,0.32,0.32,0.32,0.0,,36.99,1.19,54.08,High Profitability
Khyati Multimed.,__NA__,Entertainment / Electronic Media Software,0.96,0.05,0.09,-0.13,0.12,0.12,0.12,0.08,12.5,9.38,5.13,2.87,Moderate Profitability
KIC Metaliks,__NA__,Steel - Pig Iron,854.18,831.35,2.28,5.73,12.46,12.46,27.25,0.64,2.87,0.27,4.04,164.03,Low Profitability
Kiduja India,__NA__,Finance & Investments,45.03,34.87,33.94,24.21,43.49,43.49,43.49,169.7,96.58,75.37,62.36,48.0,High Profitability
KIFS Financial,__NA__,Finance & Investments,46.64,38.95,7.12,7.15,44.92,44.92,45.43,6.58,97.38,15.27,14.86,178.1,High Profitability
Kilburn Engg.,__NA__,Engineering,329.48,,50.54,,76.59,76.59,80.05,12.09,23.19,15.34,,1806.65,High Profitability
Kilitch Drugs,KILITCH,Pharmaceuticals - Indian - Formulations,154.37,155.03,13.57,12.79,25.28,25.28,28.63,9.08,15.64,8.79,13.48,545.34,Moderate Profitability
Kimia Bioscien.,__NA__,Pharmaceuticals - Indian - Bulk Drugs,104.88,97.23,-5.31,-13.27,-2.13,-2.13,1.16,-1.12,-0.46,-5.06,-4.16,250.75,Loss-making
Kinetic Engg.,__NA__,Auto Ancillaries,143.93,140.32,5.22,6.04,10.67,10.67,17.09,2.36,5.86,3.63,10.77,460.95,Low Profitability
Kinetic Trust,__NA__,Finance & Investments,0.48,0.27,0.09,-0.11,0.24,0.24,0.24,0.27,50.0,18.75,2.58,5.8,High Profitability
Kingfa Science,KINGFA,Plastics Products,1487.72,1448.89,122.52,125.59,169.81,169.81,188.19,101.17,12.44,8.24,30.07,2585.7,Moderate Profitability
Kings Infra,__NA__,Aquaculture,90.41,85.44,7.77,7.93,14.16,14.16,14.61,3.17,15.96,8.59,17.65,387.81,Moderate Profitability
KIOCL,KIOCL,Mining / Minerals / Metals,1854.34,2216.9,-83.31,41.81,-49.44,-49.44,-22.02,-1.37,-3.9,-4.49,-2.13,27525.07,Loss-making
Kiran Print Pack,__NA__,Trading,0.87,1.01,0.03,0.16,0.02,0.02,0.04,0.06,-98.85,3.45,0.72,8.88,Low Profitability
Kiran Syntex,__NA__,Textiles - Spinning - Synthetic / Blended,0.0,0.0,-0.09,-0.1,-0.09,-0.09,-0.09,-0.21,,-7.92,-4.06,3.68,Loss-making
Kiran Vyapar,__NA__,Finance & Investments,92.56,88.98,51.59,44.6,73.4,73.4,73.59,19.11,61.4,55.74,4.1,517.04,High Profitability
Kiri Industries,KIRIINDUS,Dyes And Pigments,949.21,901.09,133.02,81.13,-52.12,-52.12,-3.48,25.66,-1.28,14.01,-1.84,1719.86,Moderate Profitability
Kirl. Brothers,KIRLOSBROS,Pumps,4001.2,3902.0,349.7,297.6,499.8,499.8,578.2,43.85,12.99,8.62,27.69,17517.18,Moderate Profitability
Kirl. Electric,KECL,Electric Equipment,557.35,533.87,14.08,19.55,39.73,39.73,44.75,2.12,6.6,2.53,18.3,1255.58,Low Profitability
Kirl. Ferrous,__NA__,Steel - Pig Iron,6146.29,6175.93,297.66,374.49,636.72,636.72,876.1,17.09,13.94,5.52,15.1,9688.46,Moderate Profitability
Kirl.Pneumatic,KIRLPNU,Compressors / Drilling Equipment,1322.62,1192.24,133.28,105.29,186.31,186.31,221.78,20.58,15.3,10.55,21.64,8768.28,Moderate Profitability
Kirloskar Indus.,KIRLOSIND,Finance & Investments,6368.39,6214.0,360.72,383.08,741.6,741.6,983.65,192.98,14.77,6.31,10.68,5985.0,Moderate Profitability
Kirloskar Oil,KIRLOSENG,Engines,5898.32,5622.13,439.7,371.8,938.76,938.76,1057.56,30.48,17.42,7.65,15.2,20887.72,Moderate Profitability
Kisaan Parivar,__NA__,Finance & Investments,3.0,0.0,0.75,-0.13,0.89,0.89,0.89,0.85,26.33,25.0,26.1,11.73,High Profitability
Kisan Mouldings,__NA__,Plastics Products,268.01,290.85,58.23,-41.36,-25.76,-25.76,-18.22,4.87,-8.88,-10.27,-13.37,806.13,Loss-making
Kitex Garments,KITEX,Textiles - Products,616.92,541.58,55.83,39.06,94.05,94.05,114.76,8.47,16.29,9.05,6.93,1389.84,Moderate Profitability
KJMC Corporate,__NA__,Finance & Investments,9.61,8.76,2.3,2.7,3.41,3.41,3.84,5.86,31.11,23.93,6.45,28.26,High Profitability
KJMC Financial,__NA__,Finance & Investments,4.63,4.09,0.86,0.33,2.11,2.11,2.36,1.8,47.95,18.57,1.83,30.93,High Profitability
KK Shah Hospital,__NA__,Healthcare,6.88,,0.61,,0.7,0.7,1.08,0.9,8.72,8.87,13.92,31.26,Moderate Profitability
KKalpana Inds.,__NA__,Plastics Products,62.09,65.95,0.22,-0.17,6.79,6.79,9.7,0.02,-14.83,1.11,8.22,122.11,Low Profitability
Kkalpana Plastic,__NA__,Plastics Products,0.0,0.0,-0.04,-0.03,-0.04,-0.04,-0.04,-0.07,,,-0.64,17.77,Unknown
KKRRAFTON Develo,__NA__,Computers - Hardware,25.76,1.05,3.33,0.48,4.67,4.67,4.67,0.34,18.05,12.93,8.55,2092.05,Moderate Profitability
KKV Agro Powers,KKVAPOW,Trading,1553.77,,0.27,,1.59,1.59,3.39,4.76,0.15,0.02,4.52,63.44,Low Profitability
KLG Capital,__NA__,Finance & Investments,0.72,0.72,-0.04,-0.04,-0.04,-0.04,-0.04,-0.12,-5.56,-5.56,-0.52,4.28,Loss-making
KM Sugar Mills,KMSUGAR,Sugar,657.16,624.8,28.09,21.07,55.65,55.65,78.24,3.05,10.61,4.27,9.78,391.55,Low Profitability
KMC Speciality,__NA__,Healthcare,177.18,173.36,30.38,30.56,41.72,41.72,50.94,1.86,26.74,17.15,21.46,1384.42,High Profitability
KMF Builders,__NA__,Construction,20.11,20.76,0.48,0.55,0.68,0.68,0.77,0.39,1.59,2.39,5.28,9.02,Low Profitability
KMG Milk Food,__NA__,Food - Processing - Indian,1.95,2.55,0.11,0.04,0.16,0.16,0.32,0.21,-31.28,5.64,4.05,17.54,Moderate Profitability
KN Agri Resource,KNAGRI,Solvent Extraction,1699.67,,31.26,,50.93,50.93,54.52,12.5,2.83,1.84,14.0,504.97,Low Profitability
Knowledge Marine,__NA__,Miscellaneous,163.58,,33.0,,46.92,46.92,53.0,30.63,30.49,20.17,29.18,1481.89,High Profitability
KNR Construct.,KNRCON,Construction,4429.49,4260.81,752.3,553.42,1035.61,1035.61,1192.44,27.64,23.65,16.98,25.41,9740.57,High Profitability
Kobo Biotech,__NA__,Pharmaceuticals - Indian - Bulk Drugs & Formln,0.0,0.0,-4.93,-5.47,-4.93,-4.93,-0.86,-2.07,,,-52.9,9.08,Unknown
Kody Technolab,KODYTECH,Computers - Software - Medium / Small,22.46,,4.89,,6.93,6.93,7.33,7.67,29.16,21.77,56.99,1976.54,High Profitability
Kohinoor Foods,KOHINOOR,Food - Processing - Indian,95.1,86.91,-4.55,-6.5,9.05,9.05,15.36,-1.23,15.48,-4.69,4.92,157.22,Loss-making
Kokuyo Camlin,KOKUYOCMLN,Printing & Stationery,815.89,814.91,43.83,42.18,63.6,63.6,82.26,4.37,9.39,5.37,18.3,1559.72,Moderate Profitability
Kolte Patil Dev.,KOLTEPATIL,Construction,1371.48,1642.03,-67.48,80.03,26.99,26.99,41.18,-9.12,1.3,-4.92,1.56,3319.49,Loss-making
Kome-on Commun.,__NA__,Entertainment / Electronic Media Software,0.0,0.0,-1.48,-1.48,-1.48,-1.3,-1.3,-0.99,,,-9.42,2.57,Unknown
Konark Synth,__NA__,Textiles - Processing,43.6,41.63,0.15,-9.5,3.45,3.45,4.44,0.26,7.64,0.37,8.03,12.07,Low Profitability
Konndor Indust.,__NA__,Trading,13.79,11.19,0.64,0.8,0.82,0.82,0.84,1.16,6.09,4.64,9.26,6.35,Low Profitability
Konstelec Engg.,KONSTELEC,Engineering - Turnkey Services,215.32,,9.24,,19.58,19.58,20.57,6.12,8.58,4.29,20.13,281.62,Low Profitability
Kontor Space,KONTOR,Miscellaneous,11.03,,1.95,,3.3,3.3,4.07,3.16,30.73,17.68,32.42,64.15,High Profitability
Kopran,KOPRAN,Pharmaceuticals - Indian - Bulk Drugs & Formln,614.59,577.39,50.96,40.37,76.13,76.13,89.02,10.57,12.11,8.29,13.78,1253.74,Moderate Profitability
Kore Digital,KDL,Transmisson Line Towers / Equipment,103.51,,11.49,,16.64,16.64,17.08,28.67,14.98,11.1,39.91,686.39,Moderate Profitability
Kore Foods,__NA__,Food - Processing - Indian,0.0,0.0,-0.38,-0.43,-0.37,-0.37,-0.37,-0.33,,,-321.74,9.72,Unknown
Kotak Mah. Bank,KOTAKBANK,Banks - Private Sector,56236.63,53062.08,18213.21,17442.4,46430.62,46430.62,46430.62,91.62,14.93,32.39,8.75,358755.66,High Profitability
Kothari Ferment.,__NA__,Food - Processing - Indian,108.88,109.19,-4.91,-1.79,-0.42,-0.42,5.2,-3.27,4.74,-4.51,-0.4,104.81,Loss-making
Kothari Indl,__NA__,Trading,13.64,14.3,31.69,47.85,43.03,43.03,43.28,16.58,-145.89,232.33,216.5,15.8,High Profitability
Kothari Petroche,KOTHARIPET,Petrochemicals,603.14,572.1,63.78,61.78,96.69,96.69,104.31,10.84,15.93,10.62,41.91,815.6,Moderate Profitability
Kothari Products,KOTHARIPRO,Trading,992.37,1039.15,32.49,18.03,39.54,39.54,41.44,10.89,-0.35,3.27,2.92,410.35,Low Profitability
Kothari Sugars,KOTARISUG,Sugar,502.73,615.93,29.49,47.55,45.44,45.44,59.71,3.56,8.82,5.87,14.09,493.51,Moderate Profitability
Kotia Enterprise,__NA__,Trading,0.43,0.0,-0.01,0.27,-0.01,-0.01,0.0,-0.01,-100.0,-2.33,-0.1,13.52,Loss-making
Kotyark Indust.,KOTYARK,Miscellaneous,270.99,,22.24,,37.19,37.19,45.45,21.64,16.43,8.21,52.82,1022.76,Moderate Profitability
Koura Fine Diamo,__NA__,Diamond Cutting / Jewellery,36.98,,0.38,,0.56,0.56,0.58,1.06,1.43,1.03,17.45,16.09,Low Profitability
